[4.153661766090088, 0.0, 'arm moving up', 1448972159.805, 4.153661766090088, 0.0, 0.0, 1448972159.805, 0.0, 0.0, 0.0, -1448972159.805, 0.0, 0.0, 0.0, -1448972159.805, 0.0, 0.0, 0.0, -1448972159.805, 0.0, 0.0]
[4.153661766090088, 0.0, 'closing forearm', 1448972159.805, 4.153661766090088, 0.0, 'arm moving up', 0.0, 4.153661766090088, 0.0, 0.0, 1448972159.805, 0.0, 0.0, 0.0, -1448972159.805, 0.0, 0.0, 0.0, -1448972159.805, 0.0, 0.0]
[4.131741750388705, 0.0, 'hand above elbow', 1448972159.905, -0.021920015701383022, 0.0, 'closing forearm', 0.09999990463256836, 4.153661766090088, 0.0, 'arm moving up', -0.09999990463256836, 4.153661766090088, 0.0, 0.0, 1448972159.7050002, 0.0, 0.0, 0.0, -1448972159.905, 0.0, 0.0]
[4.121126872398643, 0.0, 'forearm stopped', 1448972160.005, -0.010614877990061444, 0.0, 'hand above elbow', 0.10000014305114746, -0.021920015701383022, 0.0, 'closing forearm', -2.384185791015625e-07, 4.153661766090088, 0.0, 'arm moving up', -0.20000004768371582, 4.153661766090088, 0.0, 0.0, 1448972159.605, 0.0, 0.0]
[4.099959118700956, 0.0, 'closing forearm', 1448972160.105, -0.02116775369768753, 0.0, 'forearm stopped', 0.09999990463256836, -0.010614877990061444, 0.0, 'hand above elbow', 2.384185791015625e-07, -0.021920015701383022, 0.0, 'closing forearm', -0.10000014305114746, 4.153661766090088, 0.0, 'arm moving up', -0.2999999523162842, 4.153661766090088, 0.0]
[4.079270393475543, 0.0, 'arm stopped', 1448972160.205, -0.020688725225412874, 0.0, 'closing forearm', 0.09999990463256836, -0.02116775369768753, 0.0, 'forearm stopped', 0.0, -0.010614877990061444, 0.0, 'hand above elbow', -0.09999966621398926, -0.021920015701383022, 0.0, 'closing forearm', -0.20000004768371582, 4.153661766090088, 0.0]
[4.079270393475543, 0.0, 'forearm stopped', 1448972160.205, -0.020688725225412874, 0.0, 'arm stopped', 0.0, -0.020688725225412874, 0.0, 'closing forearm', 0.09999990463256836, -0.02116775369768753, 0.0, 'forearm stopped', 0.0, -0.010614877990061444, 0.0, 'hand above elbow', -0.09999966621398926, -0.021920015701383022, 0.0]
[4.078508242854703, 0.0, 'opening forearm', 1448972160.405, -0.000762150620840174, 0.0, 'forearm stopped', 0.20000004768371582, -0.020688725225412874, 0.0, 'arm stopped', -0.20000004768371582, -0.020688725225412874, 0.0, 'closing forearm', -0.10000014305114746, -0.02116775369768753, 0.0, 'forearm stopped', -0.20000004768371582, -0.010614877990061444, 0.0]
[4.07433904999808, 0.0, 'forearm stopped', 1448972160.505, -0.004169192856623205, 0.0, 'opening forearm', 0.10000014305114746, -0.000762150620840174, 0.0, 'forearm stopped', 0.09999990463256836, -0.020688725225412874, 0.0, 'arm stopped', -0.3000001907348633, -0.020688725225412874, 0.0, 'closing forearm', -0.20000028610229492, -0.02116775369768753, 0.0]
[4.070763310493695, 0.0, 'closing forearm', 1448972160.805, -0.003575739504384501, 0.0, 'forearm stopped', 0.2999999523162842, -0.004169192856623205, 0.0, 'opening forearm', -0.19999980926513672, -0.000762150620840174, 0.0, 'forearm stopped', -0.20000004768371582, -0.020688725225412874, 0.0, 'arm stopped', -0.6000001430511475, -0.020688725225412874, 0.0]
[4.078965614130555, 0.0, 'forearm stopped', 1448972160.905, 0.008202303636859476, 0.0, 'closing forearm', 0.09999990463256836, -0.003575739504384501, 0.0, 'forearm stopped', 0.20000004768371582, -0.004169192856623205, 0.0, 'opening forearm', -0.2999997138977051, -0.000762150620840174, 0.0, 'forearm stopped', -0.2999999523162842, -0.020688725225412874, 0.0]
[4.080972451383686, 0.0, 'opening forearm', 1448972161.205, 0.002006837253131444, 0.0, 'forearm stopped', 0.2999999523162842, 0.008202303636859476, 0.0, 'closing forearm', -0.20000004768371582, -0.003575739504384501, 0.0, 'forearm stopped', -0.09999990463256836, -0.004169192856623205, 0.0, 'opening forearm', -0.5999996662139893, -0.000762150620840174, 0.0]
[4.087310284075303, 0.0, 'forearm stopped', 1448972161.305, 0.006337832691617251, 0.0, 'opening forearm', 0.10000014305114746, 0.002006837253131444, 0.0, 'forearm stopped', 0.19999980926513672, 0.008202303636859476, 0.0, 'closing forearm', -0.3000001907348633, -0.003575739504384501, 0.0, 'forearm stopped', -0.20000004768371582, -0.004169192856623205, 0.0]
[4.089503523428427, 0.0, 'closing forearm', 1448972161.505, 0.002193239353124099, 0.0, 'forearm stopped', 0.20000004768371582, 0.006337832691617251, 0.0, 'opening forearm', -0.09999990463256836, 0.002006837253131444, 0.0, 'forearm stopped', -2.384185791015625e-07, 0.008202303636859476, 0.0, 'closing forearm', -0.5000002384185791, -0.003575739504384501, 0.0]
[4.102825584721929, 0.0, 'forearm stopped', 1448972161.705, 0.013322061293501442, 0.0, 'closing forearm', 0.19999980926513672, 0.002193239353124099, 0.0, 'forearm stopped', 2.384185791015625e-07, 0.006337832691617251, 0.0, 'opening forearm', -0.2999997138977051, 0.002006837253131444, 0.0, 'forearm stopped', -0.20000004768371582, 0.008202303636859476, 0.0]
[4.095572669563067, 0.0, 'opening forearm', 1448972161.905, -0.007252915158861839, 0.0, 'forearm stopped', 0.20000004768371582, 0.013322061293501442, 0.0, 'closing forearm', -2.384185791015625e-07, 0.002193239353124099, 0.0, 'forearm stopped', -0.19999980926513672, 0.006337832691617251, 0.0, 'opening forearm', -0.4999997615814209, 0.002006837253131444, 0.0]
[4.092847872658043, 0.0, 'forearm stopped', 1448972162.105, -0.0027247969050243626, 0.0, 'opening forearm', 0.20000004768371582, -0.007252915158861839, 0.0, 'forearm stopped', 0.0, 0.013322061293501442, 0.0, 'closing forearm', -0.20000028610229492, 0.002193239353124099, 0.0, 'forearm stopped', -0.39999985694885254, 0.006337832691617251, 0.0]
[4.099091257351109, 0.0, 'waving', 1448972162.305, 0.0062433846930662895, 0.0, 'forearm stopped', 0.20000004768371582, -0.0027247969050243626, 0.0, 'opening forearm', 0.0, -0.007252915158861839, 0.0, 'forearm stopped', -0.20000004768371582, 0.013322061293501442, 0.0, 'closing forearm', -0.40000033378601074, 0.002193239353124099, 0.0]
[4.099091257351109, 0.0, 'closing forearm', 1448972162.305, 0.0062433846930662895, 0.0, 'waving', 0.0, 0.0062433846930662895, 0.0, 'forearm stopped', 0.20000004768371582, -0.0027247969050243626, 0.0, 'opening forearm', 0.0, -0.007252915158861839, 0.0, 'forearm stopped', -0.20000004768371582, 0.013322061293501442, 0.0]
