dx,dy,g1,t1,vx1,vy1,g2,t2,vx2,vy2,g3,t3,vx3,vy3,g4,t4,vx4,vy4,g5,t5,vx5,vy5,label
1.4754618263994983,0.0,'forearmstopped',1448357856.174,-0.001017604238015668,0.0,'closingforearm',0.0989999771118164,-0.005625615558779273,0.0,'forearmstopped',0.10199999809265137,0.0020426447461774355,0.0,'openingforearm',-0.09999990463256836,-0.0006875709575886457,0.0,'waving',-0.5,-0.0006875709575886457,0.0,7
1.4677965602618581,0.0,'openingforearm',1448357856.375,-0.007665266137640181,0.0,'forearmstopped',0.20099997520446777,-0.001017604238015668,0.0,'closingforearm',-0.10199999809265137,-0.005625615558779273,0.0,'forearmstopped',-0.0989999771118164,0.0020426447461774355,0.0,'openingforearm',-0.30099987983703613,-0.0006875709575886457,0.0,7
1.4672047441735185,0.0,'forearmstopped',1448357856.573,-0.0005918160883395807,0.0,'openingforearm',0.1979999542236328,-0.007665266137640181,0.0,'forearmstopped',0.003000020980834961,-0.001017604238015668,0.0,'closingforearm',-0.2999999523162842,-0.005625615558779273,0.0,'forearmstopped',-0.2969999313354492,0.0020426447461774355,0.0,7
3.808172639582857,0.0,'walkingforward',1448358294.874,3.808172639582857,0.0,0.0,1448358294.874,0.0,0.0,0.0,-1448358294.874,0.0,0.0,0.0,-1448358294.874,0.0,0.0,0.0,-1448358294.874,0.0,0.0,5
2.728483315221094,0.0,'nowalking',1448358296.975,-1.079689324361763,0.0,'walkingforward',2.1009998321533203,3.808172639582857,0.0,0.0,1448358292.7730002,0.0,0.0,0.0,-1448358296.975,0.0,0.0,0.0,-1448358296.975,0.0,0.0,5
2.4904396354968794,0.0,'walkingforward',1448358298.675,-0.23804367972421447,0.0,'nowalking',1.7000000476837158,-1.079689324361763,0.0,'walkingforward',0.4009997844696045,3.808172639582857,0.0,0.0,1448358291.0730002,0.0,0.0,0.0,-1448358298.675,0.0,0.0,5
1.2125760858335566,0.0,'nowalking',1448358300.874,-1.2778635496633228,0.0,'walkingforward',2.199000120162964,-0.23804367972421447,0.0,'nowalking',-0.49900007247924805,-1.079689324361763,0.0,'walkingforward',-1.7980003356933594,3.808172639582857,0.0,0.0,1448358288.874,0.0,0.0,5
1.5739615108853937,0.0,'openingforearm',1448357955.773,1.5739615108853937,0.0,0.0,1448357955.773,0.0,0.0,0.0,-1448357955.773,0.0,0.0,0.0,-1448357955.773,0.0,0.0,0.0,-1448357955.773,0.0,0.0,2
1.5738166516310785,0.0,'forearmstopped',1448357955.871,-0.0001448592543151772,0.0,'openingforearm',0.09800004959106445,1.5739615108853937,0.0,0.0,1448357955.675,0.0,0.0,0.0,-1448357955.871,0.0,0.0,0.0,-1448357955.871,0.0,0.0,2
1.5767013275188408,0.0,'waving',1448357956.075,0.002739816633447134,0.0,'forearmstopped',0.20399999618530273,-0.0001448592543151772,0.0,'openingforearm',-0.10599994659423828,1.5739615108853937,0.0,0.0,1448357955.471,0.0,0.0,0.0,-1448357956.075,0.0,0.0,2
1.5767013275188408,0.0,'closingforearm',1448357956.075,0.002739816633447134,0.0,'waving',0.0,0.002739816633447134,0.0,'forearmstopped',0.20399999618530273,-0.0001448592543151772,0.0,'openingforearm',-0.10599994659423828,1.5739615108853937,0.0,0.0,1448357955.471,0.0,0.0,2
1.5767013275188408,0.0,'forearmstopped',1448357956.174,0.002739816633447134,0.0,'closingforearm',0.0989999771118164,0.002739816633447134,0.0,'waving',-0.0989999771118164,0.002739816633447134,0.0,'forearmstopped',0.10500001907348633,-0.0001448592543151772,0.0,'openingforearm',-0.2049999237060547,1.5739615108853937,0.0,2
1.5775970190776785,0.0,'openingforearm',1448357956.473,0.0008956915588376191,0.0,'forearmstopped',0.2990000247955322,0.002739816633447134,0.0,'closingforearm',-0.20000004768371582,0.002739816633447134,0.0,'waving',-0.39800000190734863,0.002739816633447134,0.0,'forearmstopped',-0.1940000057220459,-0.0001448592543151772,0.0,2
