dx,dy,g1,t1,vx1,vy1,g2,t2,vx2,vy2,g3,t3,vx3,vy3,g4,t4,vx4,vy4,g5,t5,vx5,vy5,label
1.5619,0,2,0,-0.013015,0,1,0.101,0.00011946,0,15,-0.0050001,-0.020804,0,16,-0.098,-0.020804,0,15,0.006,-0.022246,0,1
3.4671,0,2,0,0.095508,0,14,2.005,0.0073994,0,16,-2.005,0.0073994,0,15,-1.911,0.014047,0,14,-0.098,0.0023307,0,1
3.2412,0,12,0,0.0092783,0,5,0.099,0.040337,0,1,0.003,0.064535,0,14,-0.104,0.048273,0,16,-0.298,0.048273,0,1
1.664,0,16,0,-0.027981,0,15,0.5,-0.055851,0,14,0.399,-0.14552,0,16,-1.399,-0.14552,0,15,-1.296,-0.14552,0,1
1.7658,0,6,0,-0.0010377,0,3,0,-0.0010377,0,1,0.102,0.0092934,0,14,2.399,-0.012123,0,16,-2.603,-0.012123,0,2
3.5648,0,2,0,0.044025,0,5,0.404,0.0094939,0,1,-0.303,0.009672,0,16,-0.209,0.00057169,0,5,-0.8,0.00057169,0,5
3.565,0,10,0,-0.13453,0,12,3.196,0.17141,0,9,-2.695,0.08799,0,12,-0.299,-0.10428,0,10,-6.694,-0.17723,0,1
1.6232,0,12,0,-0.045764,0,14,0.198,-0.45418,0,16,-0.198,-0.45418,0,15,0.502,-0.60301,0,14,-0.295,-0.29077,0,5
3.6169,0,5,0,-0.00093767,0,8,0.201,0.0096068,0,5,0.598,-0.019025,0,7,-0.9,-0.019025,0,14,-1.001,-0.0032156,0,1
1.5145,0,15,0,0.031825,0,2,0,0.031825,0,14,0.099,0.036408,0,16,-0.099,0.036408,0,4,0.699,0.0043131,0,7
3.3346,0,5,0,0.086054,0,1,0.095,0.29721,0,5,0.111,0.29777,0,8,-0.203,0.29777,0,4,2.3842e-07,0.19917,0,7
3.07,0,5,0,0.15286,0,1,0.099,0.40453,0,5,0.503,0.069457,0,8,-0.605,0.050051,0,15,-0.697,0.13031,0,7
1.5145,0,16,0,0.031825,0,9,0,0.031825,0,15,0.103,0.031825,0,2,-0.103,0.031825,0,14,-0.0039999,0.036408,0,7
3.1271,0,5,0,0.048273,0,8,0.1,0.032984,0,5,0.0019999,0.13889,0,15,-0.107,0.13889,0,8,-0.297,0.13889,0,1
3.3873,0,14,0,0.034039,0,16,0,0.034039,0,12,0.299,0.04482,0,5,-0.098,0.044189,0,15,-0.4,0.23968,0,1
3.1043,0,4,0,-0.14463,0,2,0.101,-0.05942,0,4,-0.0020001,-0.05942,0,15,-0.099,-0.086892,0,7,-0.301,-0.086892,0,1
1.8901,0,15,0,0.14876,0,14,0.9,0.033008,0,16,-0.9,0.033008,0,15,-0.501,0.059627,0,5,-0.598,0.020955,0,1
3.5016,0,4,0,-0.066315,0,10,0,-0.066315,0,3,0.099,-0.0070375,0,12,2.103,-0.0053593,0,4,-2.104,0.0086162,0,1
2.2431,0,5,0,-0.2578,0,3,0.195,-0.24326,0,1,-0.093,-0.24326,0,5,0.0050001,-0.095669,0,15,-0.5,-0.36801,0,4
2.4383,0,5,0,0.17422,0,15,0.102,0.10822,0,8,-0.102,0.10822,0,4,0.0010002,0.10822,0,14,-0.111,0.11089,0,7
3.6768,0,12,0,0.13947,0,9,0.298,0.14606,0,12,0.705,-0.10271,0,10,-1.202,-0.10271,0,12,-1.099,-0.071034,0,1
1.8352,0,16,0,-0.028655,0,12,0.096,-0.06322,0,10,0.104,-0.12435,0,12,0.006,-0.03566,0,15,-0.494,-0.60993,0,1
1.8977,0,15,0,0.034281,0,12,0.301,0.16554,0,5,0.096,0.063567,0,14,-0.597,0.029344,0,16,-0.799,0.029344,0,1
