[-0.00010415926793374552, 0.041781444993372538, 0.0096311281440841189, 0]
[5.1673716845446194e-06, 0.045460154499175731, 0.011603975512138339, 0]
[1.5226268478333676e-05, 0.035230003039829705, 0.013599840174750792, 1]
[0.00017900464975177202, 0.0082697868349869991, 0.018654371896555281, 1]
[0.00022399111017622116, 0.0011693277656327605, 0.0079301237785190087, 0]
[-0.00014622395780827802, 0.007192506836956482, 0.0022039468227016672, 1]
[0.00040072580777450462, -0.022158558646982917, 0.0074537369291967047, 1]
[0.0001061112165844295, -0.00052878162882638211, 0.00030247402912381149, 0]
[0.00013777731525766631, -0.0090089400992729995, 0.01066515031142657, 1]
[-0.00053885232165035526, -0.014517693708007163, -0.0011558728043414327, 0]
[7.9492825743754383e-05, -0.0668749086827439, -0.0026307158843203856, 0]
[2.0222903332308326e-05, -0.066302878018341713, 0.00087269084341120207, 0]
[-0.00034595657513295148, -0.069669837727939124, -0.0112446453822819, 1]
[1.6227004547190541e-05, -0.27388431707403116, -0.020986379771190822, 0]
