[4.125919328614, 0.0, 'arm moving up', 1448972603.017, 4.125919328614, 0.0, 0.0, 1448972603.017, 0.0, 0.0, 0.0, -1448972603.017, 0.0, 0.0, 0.0, -1448972603.017, 0.0, 0.0, 0.0, -1448972603.017, 0.0, 0.0]
[4.125919328614, 0.0, 'closing forearm', 1448972603.017, 4.125919328614, 0.0, 'arm moving up', 0.0, 4.125919328614, 0.0, 0.0, 1448972603.017, 0.0, 0.0, 0.0, -1448972603.017, 0.0, 0.0, 0.0, -1448972603.017, 0.0, 0.0]
[4.1205677500877576, 0.0, 'forearm stopped', 1448972603.117, -0.005351578526242129, 0.0, 'closing forearm', 0.10000014305114746, 4.125919328614, 0.0, 'arm moving up', -0.10000014305114746, 4.125919328614, 0.0, 0.0, 1448972602.9169998, 0.0, 0.0, 0.0, -1448972603.117, 0.0, 0.0]
[4.1205677500877576, 0.0, 'hand above elbow', 1448972603.117, -0.005351578526242129, 0.0, 'forearm stopped', 0.0, -0.005351578526242129, 0.0, 'closing forearm', 0.10000014305114746, 4.125919328614, 0.0, 'arm moving up', -0.10000014305114746, 4.125919328614, 0.0, 0.0, 1448972602.9169998, 0.0, 0.0]
[4.1205677500877576, 0.0, 'arm stopped', 1448972603.217, 0.0, 0.0, 'hand above elbow', 0.09999990463256836, -0.005351578526242129, 0.0, 'forearm stopped', -0.09999990463256836, -0.005351578526242129, 0.0, 'closing forearm', 2.384185791015625e-07, 4.125919328614, 0.0, 'arm moving up', -0.20000004768371582, 4.125919328614, 0.0]
[4.1205677500877576, 0.0, 'closing forearm', 1448972603.217, 0.0, 0.0, 'arm stopped', 0.0, 0.0, 0.0, 'hand above elbow', 0.09999990463256836, -0.005351578526242129, 0.0, 'forearm stopped', -0.09999990463256836, -0.005351578526242129, 0.0, 'closing forearm', 2.384185791015625e-07, 4.125919328614, 0.0]
[4.1205677500877576, 0.0, 'forearm stopped', 1448972603.317, 0.0, 0.0, 'closing forearm', 0.09999990463256836, 0.0, 0.0, 'arm stopped', -0.09999990463256836, 0.0, 0.0, 'hand above elbow', 0.0, -0.005351578526242129, 0.0, 'forearm stopped', -0.19999980926513672, -0.005351578526242129, 0.0]
[4.098392567442367, 0.0, 'opening forearm', 1448972603.517, -0.0221751826453902, 0.0, 'forearm stopped', 0.20000004768371582, 0.0, 0.0, 'closing forearm', -0.10000014305114746, 0.0, 0.0, 'arm stopped', -0.2999999523162842, 0.0, 0.0, 'hand above elbow', -0.20000004768371582, -0.005351578526242129, 0.0]
[4.088969789330939, 0.0, 'forearm stopped', 1448972603.617, -0.009422778111428443, 0.0, 'opening forearm', 0.10000014305114746, -0.0221751826453902, 0.0, 'forearm stopped', 0.09999990463256836, 0.0, 0.0, 'closing forearm', -0.20000028610229492, 0.0, 0.0, 'arm stopped', -0.40000009536743164, 0.0, 0.0]
[4.0774679403848735, 0.0, 'closing forearm', 1448972603.817, -0.01150184894606543, 0.0, 'forearm stopped', 0.19999980926513672, -0.009422778111428443, 0.0, 'opening forearm', -0.09999966621398926, -0.0221751826453902, 0.0, 'forearm stopped', -0.09999990463256836, 0.0, 0.0, 'closing forearm', -0.40000009536743164, 0.0, 0.0]
[4.0774679403848735, 0.0, 'forearm stopped', 1448972603.917, -0.01150184894606543, 0.0, 'closing forearm', 0.10000014305114746, -0.01150184894606543, 0.0, 'forearm stopped', 0.09999966621398926, -0.009422778111428443, 0.0, 'opening forearm', -0.19999980926513672, -0.0221751826453902, 0.0, 'forearm stopped', -0.20000004768371582, 0.0, 0.0]
