[0.0, 0.0, 'forearm stopped', 1448361515.932, 0, 0, 0.0, 1448361515.932, 0.0, 0.0, 0.0, -1448361515.932, 0.0, 0.0, 0.0, -1448361515.932, 0.0, 0.0, 0.0, -1448361515.932, 0.0, 0.0]
[3.0483046179261186, 0.0, 'arm stopped', 1448361519.331, -0.012506877314419018, 0.0, 'forearm stopped', 0.0970001220703125, -0.0012725172243577276, 0.0, 'arm moving up', -0.0970001220703125, -0.0012725172243577276, 0.0, 'closing forearm', 0.10399985313415527, 0.004285544530187924, 0.0, 'forearm stopped', 0.0009999275207519531, 0.0014350469434551982, 0.0]
[3.0533835156969054, 0.0, 'opening forearm', 1448361519.534, 0.005078897770786739, 0.0, 'arm stopped', 0.20299983024597168, -0.012506877314419018, 0.0, 'forearm stopped', -0.10599970817565918, -0.0012725172243577276, 0.0, 'arm moving up', -0.2999999523162842, -0.0012725172243577276, 0.0, 'closing forearm', -0.0989999771118164, 0.004285544530187924, 0.0]
[3.0626285277353267, 0.0, 'forearm stopped', 1448361519.732, 0.009245012038421319, 0.0, 'opening forearm', 0.19800019264221191, 0.005078897770786739, 0.0, 'arm stopped', 0.004999637603759766, -0.012506877314419018, 0.0, 'forearm stopped', -0.3039999008178711, -0.0012725172243577276, 0.0, 'arm moving up', -0.4980001449584961, -0.0012725172243577276, 0.0]
[3.092006370203241, 0.0, 'closing forearm', 1448361520.037, 0.029377842467914306, 0.0, 'forearm stopped', 0.30499982833862305, 0.009245012038421319, 0.0, 'opening forearm', -0.10699963569641113, 0.005078897770786739, 0.0, 'arm stopped', -0.3000001907348633, -0.012506877314419018, 0.0, 'forearm stopped', -0.6089997291564941, -0.0012725172243577276, 0.0]
[3.156824631965115, 0.0, 'forearm stopped', 1448361520.334, 0.06481826176187422, 0.0, 'closing forearm', 0.2970001697540283, 0.029377842467914306, 0.0, 'forearm stopped', 0.007999658584594727, 0.009245012038421319, 0.0, 'opening forearm', -0.40399980545043945, 0.005078897770786739, 0.0, 'arm stopped', -0.5970003604888916, -0.012506877314419018, 0.0]
[3.187461479414044, 0.0, 'opening forearm', 1448361520.535, 0.030636847448928695, 0.0, 'forearm stopped', 0.20099997520446777, 0.06481826176187422, 0.0, 'closing forearm', 0.09600019454956055, 0.029377842467914306, 0.0, 'forearm stopped', -0.19300031661987305, 0.009245012038421319, 0.0, 'opening forearm', -0.6049997806549072, 0.005078897770786739, 0.0]
[3.2250797337335655, 0.0, 'walking backward', 1448361520.633, 0.037618254319521593, 0.0, 'opening forearm', 0.09799981117248535, 0.030636847448928695, 0.0, 'forearm stopped', 0.10300016403198242, 0.06481826176187422, 0.0, 'closing forearm', -0.0019996166229248047, 0.029377842467914306, 0.0, 'forearm stopped', -0.2910001277923584, 0.009245012038421319, 0.0]
[3.270788372646995, 0.0, 'forearm stopped', 1448361520.734, 0.04570863891342958, 0.0, 'walking backward', 0.10100007057189941, 0.037618254319521593, 0.0, 'opening forearm', -0.0030002593994140625, 0.030636847448928695, 0.0, 'forearm stopped', 0.002000093460083008, 0.06481826176187422, 0.0, 'closing forearm', -0.10299968719482422, 0.029377842467914306, 0.0]
[3.4386239007537878, 0.0, 'no walking', 1448361521.135, 0.1678355281067927, 0.0, 'forearm stopped', 0.4010000228881836, 0.04570863891342958, 0.0, 'walking backward', -0.2999999523162842, 0.037618254319521593, 0.0, 'opening forearm', -0.40400028228759766, 0.030636847448928695, 0.0, 'forearm stopped', -0.3989999294281006, 0.06481826176187422, 0.0]
[3.4386239007537878, 0.0, 'closing forearm', 1448361521.135, 0.1678355281067927, 0.0, 'no walking', 0.0, 0.1678355281067927, 0.0, 'forearm stopped', 0.4010000228881836, 0.04570863891342958, 0.0, 'walking backward', -0.2999999523162842, 0.037618254319521593, 0.0, 'opening forearm', -0.40400028228759766, 0.030636847448928695, 0.0]
[3.4581548976020393, 0.0, 'forearm stopped', 1448361521.434, 0.019530996848251547, 0.0, 'closing forearm', 0.2990000247955322, 0.1678355281067927, 0.0, 'no walking', -0.2990000247955322, 0.1678355281067927, 0.0, 'forearm stopped', 0.10199999809265137, 0.04570863891342958, 0.0, 'walking backward', -0.5989999771118164, 0.037618254319521593, 0.0]
[3.496599307913262, 0.0, 'opening forearm', 1448361521.835, 0.03844441031122248, 0.0, 'forearm stopped', 0.4010000228881836, 0.019530996848251547, 0.0, 'closing forearm', -0.10199999809265137, 0.1678355281067927, 0.0, 'no walking', -0.7000000476837158, 0.1678355281067927, 0.0, 'forearm stopped', -0.2990000247955322, 0.04570863891342958, 0.0]
[3.4952858597006546, 0.0, 'forearm stopped', 1448361522.034, -0.001313448212607149, 0.0, 'opening forearm', 0.19899988174438477, 0.03844441031122248, 0.0, 'forearm stopped', 0.20200014114379883, 0.019530996848251547, 0.0, 'closing forearm', -0.30099987983703613, 0.1678355281067927, 0.0, 'no walking', -0.8989999294281006, 0.1678355281067927, 0.0]
[3.4995699928574444, 0.0, 'closing forearm', 1448361522.339, 0.004284133156789771, 0.0, 'forearm stopped', 0.30500006675720215, -0.001313448212607149, 0.0, 'opening forearm', -0.10600018501281738, 0.03844441031122248, 0.0, 'forearm stopped', -0.10299992561340332, 0.019530996848251547, 0.0, 'closing forearm', -0.6059999465942383, 0.1678355281067927, 0.0]
[3.4990926406457232, 0.0, 'forearm stopped', 1448361522.53, -0.0004773522117211826, 0.0, 'closing forearm', 0.19099998474121094, 0.004284133156789771, 0.0, 'forearm stopped', 0.11400008201599121, -0.001313448212607149, 0.0, 'opening forearm', -0.2970001697540283, 0.03844441031122248, 0.0, 'forearm stopped', -0.29399991035461426, 0.019530996848251547, 0.0]
[3.4955834305160236, 0.0, 'opening forearm', 1448361522.834, -0.0035092101296996248, 0.0, 'forearm stopped', 0.3040001392364502, -0.0004773522117211826, 0.0, 'closing forearm', -0.11300015449523926, 0.004284133156789771, 0.0, 'forearm stopped', -0.19000005722045898, -0.001313448212607149, 0.0, 'opening forearm', -0.6010003089904785, 0.03844441031122248, 0.0]
[3.4884551140236524, 0.0, 'forearm stopped', 1448361523.033, -0.007128316492371223, 0.0, 'opening forearm', 0.19899988174438477, -0.0035092101296996248, 0.0, 'forearm stopped', 0.10500025749206543, -0.0004773522117211826, 0.0, 'closing forearm', -0.312000036239624, 0.004284133156789771, 0.0, 'forearm stopped', -0.38899993896484375, -0.001313448212607149, 0.0]
[3.4725130162283486, 0.0, 'closing forearm', 1448361523.434, -0.015942097795303756, 0.0, 'forearm stopped', 0.4010000228881836, -0.007128316492371223, 0.0, 'opening forearm', -0.20200014114379883, -0.0035092101296996248, 0.0, 'forearm stopped', -0.29599976539611816, -0.0004773522117211826, 0.0, 'closing forearm', -0.7130000591278076, 0.004284133156789771, 0.0]
[3.4600387249661053, 0.0, 'forearm stopped', 1448361523.835, -0.012474291262243309, 0.0, 'closing forearm', 0.4010000228881836, -0.015942097795303756, 0.0, 'forearm stopped', 0.0, -0.007128316492371223, 0.0, 'opening forearm', -0.6030001640319824, -0.0035092101296996248, 0.0, 'forearm stopped', -0.6969997882843018, -0.0004773522117211826, 0.0]
[3.4591755061370915, 0.0, 'opening forearm', 1448361524.034, -0.0008632188290138565, 0.0, 'forearm stopped', 0.19899988174438477, -0.012474291262243309, 0.0, 'closing forearm', 0.20200014114379883, -0.015942097795303756, 0.0, 'forearm stopped', -0.19899988174438477, -0.007128316492371223, 0.0, 'opening forearm', -0.8020000457763672, -0.0035092101296996248, 0.0]
[3.461562132560805, 0.0, 'forearm stopped', 1448361524.232, 0.002386626423713345, 0.0, 'opening forearm', 0.19800019264221191, -0.0008632188290138565, 0.0, 'forearm stopped', 0.0009996891021728516, -0.012474291262243309, 0.0, 'closing forearm', 0.003999948501586914, -0.015942097795303756, 0.0, 'forearm stopped', -0.3970000743865967, -0.007128316492371223, 0.0]
[3.4616396077081224, 0.0, 'closing forearm', 1448361524.539, 7.747514731759608e-05, 0.0, 'forearm stopped', 0.30699992179870605, 0.002386626423713345, 0.0, 'opening forearm', -0.10899972915649414, -0.0008632188290138565, 0.0, 'forearm stopped', -0.3060002326965332, -0.012474291262243309, 0.0, 'closing forearm', -0.30299997329711914, -0.015942097795303756, 0.0]
[3.4606250451000395, 0.0, 'forearm stopped', 1448361524.835, -0.0010145626080828585, 0.0, 'closing forearm', 0.29600000381469727, 7.747514731759608e-05, 0.0, 'forearm stopped', 0.010999917984008789, 0.002386626423713345, 0.0, 'opening forearm', -0.4049997329711914, -0.0008632188290138565, 0.0, 'forearm stopped', -0.6020002365112305, -0.012474291262243309, 0.0]
[3.4600110868763565, 0.0, 'arm moving down', 1448361525.034, -0.0006139582236830421, 0.0, 'forearm stopped', 0.19899988174438477, -0.0010145626080828585, 0.0, 'closing forearm', 0.0970001220703125, 7.747514731759608e-05, 0.0, 'forearm stopped', -0.18799996376037598, 0.002386626423713345, 0.0, 'opening forearm', -0.6039996147155762, -0.0008632188290138565, 0.0]
[3.4624524312622142, 0.0, 'arm stopped', 1448361525.131, 0.0024413443858577466, 0.0, 'arm moving down', 0.0970001220703125, -0.0006139582236830421, 0.0, 'forearm stopped', 0.10199975967407227, -0.0010145626080828585, 0.0, 'closing forearm', 0.0, 7.747514731759608e-05, 0.0, 'forearm stopped', -0.2850000858306885, 0.002386626423713345, 0.0]
[3.4624524312622142, 0.0, 'opening forearm', 1448361525.131, 0.0024413443858577466, 0.0, 'arm stopped', 0.0, 0.0024413443858577466, 0.0, 'arm moving down', 0.0970001220703125, -0.0006139582236830421, 0.0, 'forearm stopped', 0.10199975967407227, -0.0010145626080828585, 0.0, 'closing forearm', 0.0, 7.747514731759608e-05, 0.0]
[3.469237486609259, 0.0, 'forearm stopped', 1448361525.433, 0.006785055347044544, 0.0, 'opening forearm', 0.3020000457763672, 0.0024413443858577466, 0.0, 'arm stopped', -0.3020000457763672, 0.0024413443858577466, 0.0, 'arm moving down', -0.2049999237060547, -0.0006139582236830421, 0.0, 'forearm stopped', -0.20000028610229492, -0.0010145626080828585, 0.0]
[3.4710241730116405, 0.0, 'calling', 1448361525.632, 0.0017866864023816653, 0.0, 'forearm stopped', 0.19899988174438477, 0.006785055347044544, 0.0, 'opening forearm', 0.10300016403198242, 0.0024413443858577466, 0.0, 'arm stopped', -0.500999927520752, 0.0024413443858577466, 0.0, 'arm moving down', -0.40399980545043945, -0.0006139582236830421, 0.0]
[3.4714471205336954, 0.0, 'closing forearm', 1448361525.73, 0.00042294752205496167, 0.0, 'calling', 0.09800004959106445, 0.0017866864023816653, 0.0, 'forearm stopped', 0.10099983215332031, 0.006785055347044544, 0.0, 'opening forearm', 0.005000114440917969, 0.0024413443858577466, 0.0, 'arm stopped', -0.5989999771118164, 0.0024413443858577466, 0.0]
[3.472441281495933, 0.0, 'forearm stopped', 1448361525.933, 0.0014171084842926618, 0.0, 'closing forearm', 0.20300006866455078, 0.00042294752205496167, 0.0, 'calling', -0.10500001907348633, 0.0017866864023816653, 0.0, 'forearm stopped', -0.10200023651123047, 0.006785055347044544, 0.0, 'opening forearm', -0.1979999542236328, 0.0024413443858577466, 0.0]
[3.482910053526409, 0.0, 'arm moving down', 1448361526.032, 0.010468772030475915, 0.0, 'forearm stopped', 0.0989999771118164, 0.0014171084842926618, 0.0, 'closing forearm', 0.10400009155273438, 0.00042294752205496167, 0.0, 'calling', -0.20399999618530273, 0.0017866864023816653, 0.0, 'forearm stopped', -0.20100021362304688, 0.006785055347044544, 0.0]
[3.482910053526409, 0.0, 'closing forearm', 1448361526.032, 0.010468772030475915, 0.0, 'arm moving down', 0.0, 0.010468772030475915, 0.0, 'forearm stopped', 0.0989999771118164, 0.0014171084842926618, 0.0, 'closing forearm', 0.10400009155273438, 0.00042294752205496167, 0.0, 'calling', -0.20399999618530273, 0.0017866864023816653, 0.0]
[3.482910053526409, 0.0, 'arm moving up', 1448361526.131, 0.010468772030475915, 0.0, 'closing forearm', 0.0989999771118164, 0.010468772030475915, 0.0, 'arm moving down', -0.0989999771118164, 0.010468772030475915, 0.0, 'forearm stopped', 0.0, 0.0014171084842926618, 0.0, 'closing forearm', 0.005000114440917969, 0.00042294752205496167, 0.0]
[3.482910053526409, 0.0, 'opening forearm', 1448361526.131, 0.010468772030475915, 0.0, 'arm moving up', 0.0, 0.010468772030475915, 0.0, 'closing forearm', 0.0989999771118164, 0.010468772030475915, 0.0, 'arm moving down', -0.0989999771118164, 0.010468772030475915, 0.0, 'forearm stopped', 0.0, 0.0014171084842926618, 0.0]
[3.488678492266556, 0.0, 'arm stopped', 1448361526.231, 0.005768438740147097, 0.0, 'opening forearm', 0.09999990463256836, 0.010468772030475915, 0.0, 'arm moving up', -0.09999990463256836, 0.010468772030475915, 0.0, 'closing forearm', -0.0009999275207519531, 0.010468772030475915, 0.0, 'arm moving down', -0.19899988174438477, 0.010468772030475915, 0.0]
[3.4783859012012197, 0.0, 'arm moving up', 1448361526.434, -0.01029259106533642, 0.0, 'arm stopped', 0.20300006866455078, 0.005768438740147097, 0.0, 'opening forearm', -0.10300016403198242, 0.010468772030475915, 0.0, 'arm moving up', -0.30299997329711914, 0.010468772030475915, 0.0, 'closing forearm', -0.20399999618530273, 0.010468772030475915, 0.0]
[3.4783859012012197, 0.0, 'arm stopped', 1448361526.532, -0.01029259106533642, 0.0, 'arm moving up', 0.09800004959106445, -0.01029259106533642, 0.0, 'arm stopped', 0.10500001907348633, 0.005768438740147097, 0.0, 'opening forearm', -0.20100021362304688, 0.010468772030475915, 0.0, 'arm moving up', -0.4010000228881836, 0.010468772030475915, 0.0]
[3.4783859012012197, 0.0, 'forearm stopped', 1448361526.532, -0.01029259106533642, 0.0, 'arm stopped', 0.0, -0.01029259106533642, 0.0, 'arm moving up', 0.09800004959106445, -0.01029259106533642, 0.0, 'arm stopped', 0.10500001907348633, 0.005768438740147097, 0.0, 'opening forearm', -0.20100021362304688, 0.010468772030475915, 0.0]
[3.473523835372453, 0.0, 'closing forearm', 1448361526.835, -0.004862065828766582, 0.0, 'forearm stopped', 0.30299997329711914, -0.01029259106533642, 0.0, 'arm stopped', -0.30299997329711914, -0.01029259106533642, 0.0, 'arm moving up', -0.2049999237060547, -0.01029259106533642, 0.0, 'arm stopped', -0.1979999542236328, 0.005768438740147097, 0.0]
[3.4737475193783, 0.0, 'forearm stopped', 1448361527.132, 0.00022368400584671377, 0.0, 'closing forearm', 0.2969999313354492, -0.004862065828766582, 0.0, 'forearm stopped', 0.006000041961669922, -0.01029259106533642, 0.0, 'arm stopped', -0.5999999046325684, -0.01029259106533642, 0.0, 'arm moving up', -0.5019998550415039, -0.01029259106533642, 0.0]
[3.4805012744453983, 0.0, 'opening forearm', 1448361527.334, 0.00675375506709841, 0.0, 'forearm stopped', 0.20200014114379883, 0.00022368400584671377, 0.0, 'closing forearm', 0.09499979019165039, -0.004862065828766582, 0.0, 'forearm stopped', -0.1960000991821289, -0.01029259106533642, 0.0, 'arm stopped', -0.8020000457763672, -0.01029259106533642, 0.0]
[3.4807829504017667, 0.0, 'forearm stopped', 1448361527.637, 0.00028167595636841014, 0.0, 'opening forearm', 0.30299997329711914, 0.00675375506709841, 0.0, 'forearm stopped', -0.10099983215332031, 0.00022368400584671377, 0.0, 'closing forearm', -0.20800018310546875, -0.004862065828766582, 0.0, 'forearm stopped', -0.49900007247924805, -0.01029259106533642, 0.0]
[3.4743150419804265, 0.0, 'closing forearm', 1448361527.932, -0.006467908421340152, 0.0, 'forearm stopped', 0.2949998378753662, 0.00028167595636841014, 0.0, 'opening forearm', 0.00800013542175293, 0.00675375506709841, 0.0, 'forearm stopped', -0.3959996700286865, 0.00022368400584671377, 0.0, 'closing forearm', -0.503000020980835, -0.004862065828766582, 0.0]
[3.4715624302628463, 0.0, 'forearm stopped', 1448361528.133, -0.0027526117175802334, 0.0, 'closing forearm', 0.20099997520446777, -0.006467908421340152, 0.0, 'forearm stopped', 0.09399986267089844, 0.00028167595636841014, 0.0, 'opening forearm', -0.19299983978271484, 0.00675375506709841, 0.0, 'forearm stopped', -0.5969996452331543, 0.00022368400584671377, 0.0]
[3.4715624302628463, 0.0, 'arm moving down', 1448361528.333, 0.0, 0.0, 'forearm stopped', 0.20000004768371582, -0.0027526117175802334, 0.0, 'closing forearm', 0.0009999275207519531, -0.006467908421340152, 0.0, 'forearm stopped', -0.10600018501281738, 0.00028167595636841014, 0.0, 'opening forearm', -0.39299988746643066, 0.00675375506709841, 0.0]
[3.475101062515313, 0.0, 'opening forearm', 1448361528.432, 0.0035386322524666447, 0.0, 'arm moving down', 0.0989999771118164, 0.0, 0.0, 'forearm stopped', 0.10100007057189941, -0.0027526117175802334, 0.0, 'closing forearm', -0.09800004959106445, -0.006467908421340152, 0.0, 'forearm stopped', -0.2050001621246338, 0.00028167595636841014, 0.0]
[3.487394879257107, 0.0, 'forearm stopped', 1448361528.532, 0.012293816741793862, 0.0, 'opening forearm', 0.10000014305114746, 0.0035386322524666447, 0.0, 'arm moving down', -0.0010001659393310547, 0.0, 0.0, 'forearm stopped', 0.0009999275207519531, -0.0027526117175802334, 0.0, 'closing forearm', -0.19800019264221191, -0.006467908421340152, 0.0]
